Time,F0,F1,F2,,,,,,,,,,,
42.45,585,529,512,,,,,,,,,,,
42.49,582,540,513,,,,,,,,,,,
42.52,578,530,529,,,,,,,,,,,
42.55,583,529,513,,,,,,,,,,,
42.58,584,536,512,,,,,,,,,,,
42.61,579,532,523,,,,,,,,,,,
42.65,582,528,513,,,,,,,,,,,
42.68,587,534,512,,,,,,,,,,,
42.71,579,532,524,,,,,,,,,,,
42.74,583,529,513,,,,,,,,,,,
42.78,585,537,513,,,,,,,,,,,
42.81,579,531,527,,,,,,,,,,,
42.84,585,529,512,,,,,,,,,,,
42.87,581,546,514,,,,,,,,,,,
42.9,580,529,521,,,,,,,,,,,
42.94,589,531,512,,,,,,,,,,,
42.97,579,535,520,,,,,,,,,,,
43,582,529,513,,,,,,,,,,,
43.03,584,539,513,,,,,,,,,,,
43.06,579,530,496,,,,,,,,,,,
43.1,589,530,512,,,,,,,,,,,
43.13,580,512,516,,,,,,,,,,,
43.16,580,529,517,,,,,,,,,,,
43.19,579,533,512,,,,,,,,,,,
43.23,579,532,526,,,,,,,,,,,
43.26,584,529,512,,,,,,,,,,,
43.29,581,545,514,,,,,,,,,,,
43.32,579,529,522,,,,,,,,,,,
43.36,591,531,512,,,,,,,,,,,
43.39,579,536,520,,,,,,,,,,,
43.42,582,529,513,,,,,,,,,,,
43.45,582,542,514,,,,,,,,,,,
43.49,579,529,523,,,,,,,,,,,
43.52,595,531,512,,,,,,,,,,,
43.55,579,535,522,,,,,,,,,,,
43.58,583,529,513,,,,,,,,,,,
43.61,581,544,514,,,,,,,,,,,
43.65,579,529,520,,,,,,,,,,,
43.68,588,532,512,,,,,,,,,,,
43.71,579,533,524,,,,,,,,,,,
43.74,583,529,513,,,,,,,,,,,
43.77,581,546,514,,,,,,,,,,,
43.81,579,529,521,,,,,,,,,,,
43.84,591,532,512,,,,,,,,,,,
43.87,578,535,521,,,,,,,,,,,
43.9,581,529,513,,,,,,,,,,,
43.94,582,540,514,,,,,,,,,,,
43.97,579,530,496,,,,,,,,,,,
44,591,531,512,,,,,,,,,,,
44.03,579,539,517,,,,,,,,,,,
44.06,580,529,516,,,,,,,,,,,
44.1,582,534,512,,,,,,,,,,,
44.13,578,532,526,,,,,,,,,,,
44.16,583,530,512,,,,,,,,,,,
44.19,581,544,514,,,,,,,,,,,
44.23,579,530,515,,,,,,,,,,,
44.26,592,531,512,,,,,,,,,,,
44.29,579,540,517,,,,,,,,,,,
44.32,580,529,515,,,,,,,,,,,
44.36,586,534,512,,,,,,,,,,,
44.39,578,533,525,,,,,,,,,,,
44.42,582,530,513,,,,,,,,,,,
44.45,582,541,513,,,,,,,,,,,
44.48,578,531,510,,,,,,,,,,,
44.52,586,530,512,,,,,,,,,,,
44.55,579,547,514,,,,,,,,,,,
44.58,578,530,510,,,,,,,,,,,
44.61,591,531,512,,,,,,,,,,,
44.65,579,514,515,,,,,,,,,,,
44.68,579,530,521,,,,,,,,,,,
44.71,595,532,512,,,,,,,,,,,
44.74,579,527,516,,,,,,,,,,,
44.77,580,529,518,,,,,,,,,,,
44.81,566,532,512,,,,,,,,,,,
44.84,578,539,518,,,,,,,,,,,
44.87,580,530,515,,,,,,,,,,,
44.9,576,534,512,,,,,,,,,,,
44.94,578,536,520,,,,,,,,,,,
44.97,581,530,514,,,,,,,,,,,
45,588,535,512,,,,,,,,,,,
45.03,578,535,521,,,,,,,,,,,
45.06,581,530,514,,,,,,,,,,,
45.1,587,535,512,,,,,,,,,,,
45.13,578,535,521,,,,,,,,,,,
45.16,581,530,514,,,,,,,,,,,
45.19,588,535,512,,,,,,,,,,,
45.22,578,536,520,,,,,,,,,,,
45.26,581,530,515,,,,,,,,,,,
45.29,573,534,512,,,,,,,,,,,
45.32,579,538,518,,,,,,,,,,,
45.36,581,530,516,,,,,,,,,,,
45.39,566,533,512,,,,,,,,,,,
45.42,579,541,516,,,,,,,,,,,
45.45,580,530,520,,,,,,,,,,,
45.48,595,532,512,,,,,,,,,,,
45.52,579,543,515,,,,,,,,,,,
45.55,579,531,495,,,,,,,,,,,
45.58,587,531,512,,,,,,,,,,,
45.61,581,543,513,,,,,,,,,,,
45.64,578,533,527,,,,,,,,,,,
45.68,583,530,513,,,,,,,,,,,
45.71,585,537,512,,,,,,,,,,,
45.74,578,534,524,,,,,,,,,,,
45.77,582,531,513,,,,,,,,,,,
45.81,586,537,512,,,,,,,,,,,
45.84,579,534,525,,,,,,,,,,,
45.87,583,531,513,,,,,,,,,,,
45.9,584,540,513,,,,,,,,,,,
45.93,579,532,531,,,,,,,,,,,
45.97,586,531,512,,,,,,,,,,,
46,581,546,514,,,,,,,,,,,
46.03,579,532,501,,,,,,,,,,,
46.06,588,532,512,,,,,,,,,,,
46.1,580,549,514,,,,,,,,,,,
46.13,580,531,519,,,,,,,,,,,
46.16,593,533,512,,,,,,,,,,,
46.19,580,540,516,,,,,,,,,,,
46.22,581,531,517,,,,,,,,,,,
46.26,564,535,512,,,,,,,,,,,
46.29,579,538,520,,,,,,,,,,,
46.32,582,532,515,,,,,,,,,,,
46.35,589,537,512,,,,,,,,,,,
46.39,579,536,523,,,,,,,,,,,
46.42,583,532,514,,,,,,,,,,,
46.45,587,539,512,,,,,,,,,,,
46.48,580,536,525,,,,,,,,,,,
46.52,584,533,514,,,,,,,,,,,
46.55,587,539,512,,,,,,,,,,,
46.58,580,538,522,,,,,,,,,,,
46.61,583,534,514,,,,,,,,,,,
46.64,589,539,512,,,,,,,,,,,
46.68,580,541,520,,,,,,,,,,,
46.71,583,535,515,,,,,,,,,,,
46.74,588,541,512,,,,,,,,,,,
46.77,580,542,520,,,,,,,,,,,
46.8,583,534,515,,,,,,,,,,,
46.84,589,540,512,,,,,,,,,,,
46.87,580,539,524,,,,,,,,,,,
46.9,584,536,513,,,,,,,,,,,
46.93,585,545,513,,,,,,,,,,,
46.97,580,538,528,,,,,,,,,,,
47,588,538,512,,,,,,,,,,,
47.03,581,547,515,,,,,,,,,,,
47.06,580,535,520,,,,,,,,,,,
47.1,594,538,512,,,,,,,,,,,
47.13,579,543,519,,,,,,,,,,,
47.16,581,535,514,,,,,,,,,,,
47.19,587,541,512,,,,,,,,,,,
47.22,579,538,528,,,,,,,,,,,
47.26,585,536,512,,,,,,,,,,,
47.29,581,553,514,,,,,,,,,,,
47.32,579,537,519,,,,,,,,,,,
47.35,593,539,512,,,,,,,,,,,
47.38,580,546,517,,,,,,,,,,,
47.42,581,536,517,,,,,,,,,,,
47.45,565,540,512,,,,,,,,,,,
47.48,579,542,521,,,,,,,,,,,
47.51,583,537,514,,,,,,,,,,,
47.55,586,544,513,,,,,,,,,,,
47.58,580,540,530,,,,,,,,,,,
47.61,586,539,512,,,,,,,,,,,
47.64,582,557,514,,,,,,,,,,,
47.68,580,541,521,,,,,,,,,,,
47.71,594,536,512,,,,,,,,,,,
47.74,581,539,517,,,,,,,,,,,
47.77,582,533,516,,,,,,,,,,,
47.8,584,540,512,,,,,,,,,,,
47.84,580,537,525,,,,,,,,,,,
47.87,585,530,513,,,,,,,,,,,
47.9,583,543,514,,,,,,,,,,,
47.93,581,530,514,,,,,,,,,,,
47.97,595,532,512,,,,,,,,,,,
48,581,539,519,,,,,,,,,,,
48.03,583,529,514,,,,,,,,,,,
48.06,585,540,513,,,,,,,,,,,
48.1,580,533,511,,,,,,,,,,,
48.13,594,537,512,,,,,,,,,,,
48.16,580,548,519,,,,,,,,,,,
48.19,583,536,514,,,,,,,,,,,
48.22,586,543,513,,,,,,,,,,,
48.26,580,534,520,,,,,,,,,,,
48.29,588,533,512,,,,,,,,,,,
48.32,582,551,514,,,,,,,,,,,
48.35,581,534,521,,,,,,,,,,,
48.38,594,535,512,,,,,,,,,,,
48.42,581,530,516,,,,,,,,,,,
48.45,581,533,520,,,,,,,,,,,
48.48,597,535,512,,,,,,,,,,,
48.51,581,531,516,,,,,,,,,,,
48.55,581,531,519,,,,,,,,,,,
48.58,585,534,512,,,,,,,,,,,
48.61,580,543,517,,,,,,,,,,,
48.64,581,532,518,,,,,,,,,,,
48.68,587,533,512,,,,,,,,,,,
48.71,580,536,519,,,,,,,,,,,
48.74,582,528,515,,,,,,,,,,,
48.77,589,533,513,,,,,,,,,,,
48.8,580,531,526,,,,,,,,,,,
48.84,584,528,513,,,,,,,,,,,
48.87,584,539,514,,,,,,,,,,,
48.9,580,529,523,,,,,,,,,,,
48.93,587,528,512,,,,,,,,,,,
48.97,582,545,514,,,,,,,,,,,
49,580,528,514,,,,,,,,,,,
49.03,593,529,512,,,,,,,,,,,
49.06,581,519,516,,,,,,,,,,,
49.09,581,528,519,,,,,,,,,,,
49.13,587,530,512,,,,,,,,,,,
49.16,580,535,519,,,,,,,,,,,
49.19,582,527,515,,,,,,,,,,,
49.22,590,532,512,,,,,,,,,,,
49.26,580,531,525,,,,,,,,,,,
49.29,584,527,513,,,,,,,,,,,
49.32,585,535,513,,,,,,,,,,,
49.35,580,529,529,,,,,,,,,,,
49.38,585,527,513,,,,,,,,,,,
49.42,584,537,513,,,,,,,,,,,
49.45,580,529,528,,,,,,,,,,,
49.48,585,527,513,,,,,,,,,,,
49.51,584,536,513,,,,,,,,,,,
49.55,580,529,528,,,,,,,,,,,
49.58,584,527,513,,,,,,,,,,,
49.61,586,534,513,,,,,,,,,,,
49.64,580,530,525,,,,,,,,,,,
49.68,584,527,514,,,,,,,,,,,
49.71,587,533,513,,,,,,,,,,,
49.74,580,531,523,,,,,,,,,,,
49.77,583,527,514,,,,,,,,,,,
49.8,588,533,513,,,,,,,,,,,
49.84,580,529,527,,,,,,,,,,,
49.87,585,527,513,,,,,,,,,,,
49.9,584,539,514,,,,,,,,,,,
49.93,580,527,515,,,,,,,,,,,
49.97,590,528,512,,,,,,,,,,,
50,581,519,516,,,,,,,,,,,
50.03,582,526,517,,,,,,,,,,,
50.06,569,530,512,,,,,,,,,,,
50.09,580,531,524,,,,,,,,,,,
50.13,584,527,513,,,,,,,,,,,
50.16,584,538,514,,,,,,,,,,,
50.19,580,528,521,,,,,,,,,,,
50.22,589,528,512,,,,,,,,,,,
50.25,582,541,515,,,,,,,,,,,
50.29,581,527,523,,,,,,,,,,,
50.32,596,529,512,,,,,,,,,,,
50.35,581,536,518,,,,,,,,,,,
50.38,582,527,516,,,,,,,,,,,
50.42,590,532,512,,,,,,,,,,,
50.45,580,530,526,,,,,,,,,,,
50.48,585,527,513,,,,,,,,,,,
50.51,584,539,514,,,,,,,,,,,
50.54,580,528,515,,,,,,,,,,,
50.58,590,528,513,,,,,,,,,,,
50.61,581,521,515,,,,,,,,,,,
50.64,581,527,521,,,,,,,,,,,
50.67,597,529,512,,,,,,,,,,,
50.71,581,536,518,,,,,,,,,,,
50.74,582,527,516,,,,,,,,,,,
50.77,588,531,513,,,,,,,,,,,
50.8,581,532,522,,,,,,,,,,,
50.84,584,527,514,,,,,,,,,,,
50.87,587,534,513,,,,,,,,,,,
50.9,580,529,528,,,,,,,,,,,
50.93,585,527,513,,,,,,,,,,,
50.96,584,538,514,,,,,,,,,,,
51,580,528,529,,,,,,,,,,,
51.03,587,528,513,,,,,,,,,,,
51.06,583,543,514,,,,,,,,,,,
51.09,581,528,496,,,,,,,,,,,
51.13,590,528,513,,,,,,,,,,,
51.16,582,544,515,,,,,,,,,,,
51.19,581,527,522,,,,,,,,,,,
51.22,595,529,513,,,,,,,,,,,
51.25,581,538,518,,,,,,,,,,,
51.29,583,527,515,,,,,,,,,,,
51.32,589,533,513,,,,,,,,,,,
51.35,581,529,531,,,,,,,,,,,
51.38,589,528,513,,,,,,,,,,,
51.42,582,523,517,,,,,,,,,,,
51.45,582,527,516,,,,,,,,,,,
51.48,589,533,513,,,,,,,,,,,
51.51,581,529,529,,,,,,,,,,,
51.54,588,528,513,,,,,,,,,,,
51.58,582,540,516,,,,,,,,,,,
51.61,582,527,520,,,,,,,,,,,
51.64,577,530,512,,,,,,,,,,,
51.67,581,534,521,,,,,,,,,,,
51.71,584,527,514,,,,,,,,,,,
51.74,587,534,513,,,,,,,,,,,
51.77,581,529,531,,,,,,,,,,,
51.8,587,528,513,,,,,,,,,,,
51.83,582,542,515,,,,,,,,,,,
51.87,581,528,523,,,,,,,,,,,
51.9,597,530,512,,,,,,,,,,,
51.93,581,533,517,,,,,,,,,,,
51.96,582,527,517,,,,,,,,,,,
52,578,531,513,,,,,,,,,,,
52.03,581,534,520,,,,,,,,,,,
52.06,583,527,516,,,,,,,,,,,
52.09,584,532,513,,,,,,,,,,,
52.12,580,533,521,,,,,,,,,,,
52.16,583,527,515,,,,,,,,,,,
52.19,590,532,513,,,,,,,,,,,
52.22,580,533,521,,,,,,,,,,,
52.25,583,527,515,,,,,,,,,,,
52.29,588,532,513,,,,,,,,,,,
52.32,580,533,521,,,,,,,,,,,
52.35,583,527,515,,,,,,,,,,,
52.38,589,533,513,,,,,,,,,,,
52.42,580,530,528,,,,,,,,,,,
52.45,586,528,513,,,,,,,,,,,
52.48,583,544,515,,,,,,,,,,,
52.51,581,528,522,,,,,,,,,,,
52.54,595,531,513,,,,,,,,,,,
52.58,581,532,526,,,,,,,,,,,
52.61,586,528,513,,,,,,,,,,,
52.64,582,512,517,,,,,,,,,,,
52.67,582,527,516,,,,,,,,,,,
52.71,588,536,514,,,,,,,,,,,
52.74,581,528,510,,,,,,,,,,,
52.77,595,530,513,,,,,,,,,,,
52.8,581,534,522,,,,,,,,,,,
52.83,585,528,514,,,,,,,,,,,
52.87,583,541,516,,,,,,,,,,,
52.9,582,528,517,,,,,,,,,,,
52.93,589,534,513,,,,,,,,,,,
52.96,581,529,511,,,,,,,,,,,
53,592,529,513,,,,,,,,,,,
53.03,581,537,520,,,,,,,,,,,
53.06,583,528,514,,,,,,,,,,,
53.09,584,541,515,,,,,,,,,,,
53.12,581,528,523,,,,,,,,,,,
53.16,596,531,513,,,,,,,,,,,
53.19,581,531,527,,,,,,,,,,,
53.22,586,528,513,,,,,,,,,,,
53.25,582,527,517,,,,,,,,,,,
53.29,582,528,516,,,,,,,,,,,
53.32,587,537,514,,,,,,,,,,,
53.35,581,528,524,,,,,,,,,,,
53.38,597,531,513,,,,,,,,,,,
53.41,581,532,528,,,,,,,,,,,
53.45,587,529,513,,,,,,,,,,,
53.48,582,519,517,,,,,,,,,,,
53.51,582,528,516,,,,,,,,,,,
53.54,588,536,514,,,,,,,,,,,
53.58,581,529,509,,,,,,,,,,,
53.61,594,530,513,,,,,,,,,,,
53.64,581,537,520,,,,,,,,,,,
53.67,583,528,514,,,,,,,,,,,
53.7,585,539,514,,,,,,,,,,,
53.74,581,529,506,,,,,,,,,,,
53.77,594,530,513,,,,,,,,,,,
53.8,581,538,519,,,,,,,,,,,
53.83,583,528,515,,,,,,,,,,,
53.87,589,535,513,,,,,,,,,,,
53.9,581,530,531,,,,,,,,,,,
53.93,587,529,513,,,,,,,,,,,
53.96,583,544,515,,,,,,,,,,,
53.99,581,528,524,,,,,,,,,,,
54.03,597,530,513,,,,,,,,,,,
54.06,581,537,519,,,,,,,,,,,
54.09,583,528,515,,,,,,,,,,,
54.12,587,537,514,,,,,,,,,,,
54.16,581,529,496,,,,,,,,,,,
54.19,594,530,513,,,,,,,,,,,
54.22,581,536,521,,,,,,,,,,,
54.25,584,528,514,,,,,,,,,,,
54.29,584,544,515,,,,,,,,,,,
54.32,582,528,520,,,,,,,,,,,
54.35,579,532,513,,,,,,,,,,,
54.38,581,531,531,,,,,,,,,,,
54.41,589,530,513,,,,,,,,,,,
54.45,581,537,518,,,,,,,,,,,
54.48,583,528,515,,,,,,,,,,,
54.51,586,540,515,,,,,,,,,,,
54.54,581,529,522,,,,,,,,,,,
54.58,567,532,513,,,,,,,,,,,
54.61,581,530,529,,,,,,,,,,,
54.64,592,530,513,,,,,,,,,,,
54.67,581,535,523,,,,,,,,,,,
54.7,586,529,513,,,,,,,,,,,
54.74,582,519,517,,,,,,,,,,,
54.77,583,529,515,,,,,,,,,,,
54.8,585,541,515,,,,,,,,,,,
54.83,582,529,520,,,,,,,,,,,
54.87,573,533,513,,,,,,,,,,,
54.9,581,531,526,,,,,,,,,,,
54.93,590,530,513,,,,,,,,,,,
54.96,581,537,519,,,,,,,,,,,
54.99,583,529,515,,,,,,,,,,,
55.03,586,539,514,,,,,,,,,,,
55.06,581,529,518,,,,,,,,,,,
55.09,596,531,513,,,,,,,,,,,
55.12,581,536,521,,,,,,,,,,,
55.15,584,529,514,,,,,,,,,,,
55.19,585,540,514,,,,,,,,,,,
55.22,581,529,496,,,,,,,,,,,
55.25,593,530,513,,,,,,,,,,,
55.28,581,536,517,,,,,,,,,,,
55.32,583,529,517,,,,,,,,,,,
55.35,578,533,513,,,,,,,,,,,
55.38,581,533,525,,,,,,,,,,,
55.41,585,529,514,,,,,,,,,,,
55.45,585,540,514,,,,,,,,,,,
55.48,581,530,505,,,,,,,,,,,
55.51,591,530,513,,,,,,,,,,,
55.54,582,516,517,,,,,,,,,,,
55.57,582,529,518,,,,,,,,,,,
55.61,574,533,513,,,,,,,,,,,
55.64,581,532,527,,,,,,,,,,,
55.67,586,529,514,,,,,,,,,,,
55.7,583,545,515,,,,,,,,,,,
55.74,582,529,522,,,,,,,,,,,
55.77,597,532,513,,,,,,,,,,,
55.8,581,533,525,,,,,,,,,,,
55.83,586,529,514,,,,,,,,,,,
55.87,583,546,516,,,,,,,,,,,
55.9,582,529,517,,,,,,,,,,,
55.93,589,537,514,,,,,,,,,,,
55.96,581,530,525,,,,,,,,,,,
55.99,595,532,513,,,,,,,,,,,
56.03,581,531,526,,,,,,,,,,,
56.06,592,531,513,,,,,,,,,,,
56.09,581,535,524,,,,,,,,,,,
56.12,586,530,514,,,,,,,,,,,
56.15,582,516,517,,,,,,,,,,,
56.19,583,529,515,,,,,,,,,,,
56.22,585,543,515,,,,,,,,,,,
56.25,582,529,518,,,,,,,,,,,
56.28,590,535,514,,,,,,,,,,,
56.31,581,530,520,,,,,,,,,,,
56.35,585,532,513,,,,,,,,,,,
56.38,581,531,531,,,,,,,,,,,
56.41,591,531,513,,,,,,,,,,,
56.44,581,537,521,,,,,,,,,,,
56.48,585,529,514,,,,,,,,,,,
56.51,583,547,516,,,,,,,,,,,
56.54,582,529,519,,,,,,,,,,,
56.57,585,534,513,,,,,,,,,,,
56.61,581,531,531,,,,,,,,,,,
56.64,588,530,513,,,,,,,,,,,
56.67,582,522,517,,,,,,,,,,,
56.7,582,529,518,,,,,,,,,,,
56.74,578,534,513,,,,,,,,,,,
56.77,581,532,528,,,,,,,,,,,
56.8,586,530,513,,,,,,,,,,,
56.83,583,545,516,,,,,,,,,,,
56.86,581,529,523,,,,,,,,,,,
56.9,598,532,513,,,,,,,,,,,
56.93,581,538,520,,,,,,,,,,,
56.96,583,529,515,,,,,,,,,,,
56.99,588,536,514,,,,,,,,,,,
57.03,581,531,531,,,,,,,,,,,
57.06,588,530,513,,,,,,,,,,,
57.09,582,545,516,,,,,,,,,,,
57.12,582,529,521,,,,,,,,,,,
57.15,590,533,513,,,,,,,,,,,
57.19,581,534,524,,,,,,,,,,,
57.22,585,529,514,,,,,,,,,,,
57.25,584,545,515,,,,,,,,,,,
57.28,582,530,521,,,,,,,,,,,
57.31,581,533,513,,,,,,,,,,,
57.35,581,532,530,,,,,,,,,,,
57.38,588,530,513,,,,,,,,,,,
57.41,582,520,518,,,,,,,,,,,
57.44,583,529,515,,,,,,,,,,,
57.48,586,540,514,,,,,,,,,,,
57.51,581,530,525,,,,,,,,,,,
57.54,597,532,513,,,,,,,,,,,
57.57,581,535,523,,,,,,,,,,,
57.61,585,530,514,,,,,,,,,,,
57.64,583,547,516,,,,,,,,,,,
57.67,582,530,518,,,,,,,,,,,
57.7,591,536,514,,,,,,,,,,,
57.74,581,531,517,,,,,,,,,,,
57.77,597,532,513,,,,,,,,,,,
57.8,581,533,528,,,,,,,,,,,
57.83,588,531,513,,,,,,,,,,,
57.86,582,532,519,,,,,,,,,,,
57.9,584,529,515,,,,,,,,,,,
57.93,585,544,515,,,,,,,,,,,
57.96,582,530,520,,,,,,,,,,,
57.99,565,534,513,,,,,,,,,,,
58.02,581,532,530,,,,,,,,,,,
58.06,588,531,513,,,,,,,,,,,
58.09,582,520,517,,,,,,,,,,,
58.12,582,530,517,,,,,,,,,,,
58.15,591,535,514,,,,,,,,,,,
58.19,581,533,529,,,,,,,,,,,
58.22,586,530,514,,,,,,,,,,,
58.25,583,545,515,,,,,,,,,,,
58.28,581,530,509,,,,,,,,,,,
58.31,594,531,513,,,,,,,,,,,
58.35,581,532,517,,,,,,,,,,,
58.38,582,530,519,,,,,,,,,,,
58.41,577,533,513,,,,,,,,,,,
58.44,581,537,521,,,,,,,,,,,
58.48,584,530,515,,,,,,,,,,,
58.51,589,536,514,,,,,,,,,,,
58.54,581,533,529,,,,,,,,,,,
58.57,586,530,514,,,,,,,,,,,
58.61,584,542,515,,,,,,,,,,,
58.64,581,531,504,,,,,,,,,,,
58.67,590,531,513,,,,,,,,,,,
58.7,582,544,516,,,,,,,,,,,
58.73,582,530,521,,,,,,,,,,,
58.77,593,533,513,,,,,,,,,,,
58.8,581,537,522,,,,,,,,,,,
58.83,584,530,514,,,,,,,,,,,
58.86,584,542,515,,,,,,,,,,,
58.9,581,531,521,,,,,,,,,,,
58.93,595,533,513,,,,,,,,,,,
58.96,581,537,522,,,,,,,,,,,
58.99,584,530,514,,,,,,,,,,,
59.02,584,544,515,,,,,,,,,,,
59.06,581,531,524,,,,,,,,,,,
59.09,597,533,513,,,,,,,,,,,
59.12,581,538,521,,,,,,,,,,,
59.15,584,530,515,,,,,,,,,,,
59.19,586,540,514,,,,,,,,,,,
59.22,581,531,500,,,,,,,,,,,
59.25,592,532,513,,,,,,,,,,,
59.28,582,523,518,,,,,,,,,,,
59.31,583,530,517,,,,,,,,,,,
59.35,591,535,513,,,,,,,,,,,
59.38,581,534,526,,,,,,,,,,,
59.41,585,531,514,,,,,,,,,,,
59.44,585,541,515,,,,,,,,,,,
59.47,581,532,526,,,,,,,,,,,
59.51,588,531,514,,,,,,,,,,,
59.54,583,547,515,,,,,,,,,,,
59.57,581,531,503,,,,,,,,,,,
59.6,592,532,513,,,,,,,,,,,
59.64,582,540,516,,,,,,,,,,,
59.67,582,531,523,,,,,,,,,,,
59.7,597,533,513,,,,,,,,,,,
59.73,581,535,518,,,,,,,,,,,
59.77,582,531,518,,,,,,,,,,,
59.8,570,534,513,,,,,,,,,,,
59.83,581,538,521,,,,,,,,,,,
59.86,584,531,516,,,,,,,,,,,
59.89,590,536,513,,,,,,,,,,,
59.93,581,534,526,,,,,,,,,,,
59.96,585,531,514,,,,,,,,,,,
59.99,585,542,515,,,,,,,,,,,
60.02,581,532,504,,,,,,,,,,,
60.06,589,532,513,,,,,,,,,,,
60.09,582,548,516,,,,,,,,,,,
60.12,582,531,522,,,,,,,,,,,
60.15,593,534,513,,,,,,,,,,,
60.18,581,541,519,,,,,,,,,,,
60.22,583,531,516,,,,,,,,,,,
60.25,588,536,513,,,,,,,,,,,
60.28,581,535,526,,,,,,,,,,,
60.31,585,531,514,,,,,,,,,,,
60.35,585,543,514,,,,,,,,,,,
60.38,581,532,499,,,,,,,,,,,
60.41,593,533,513,,,,,,,,,,,
60.44,582,541,519,,,,,,,,,,,
60.47,583,531,516,,,,,,,,,,,
60.51,588,539,514,,,,,,,,,,,
60.54,581,533,499,,,,,,,,,,,
60.57,595,534,513,,,,,,,,,,,
60.6,581,537,524,,,,,,,,,,,
60.64,586,532,514,,,,,,,,,,,
60.67,582,524,518,,,,,,,,,,,
60.7,584,531,515,,,,,,,,,,,
60.73,584,548,516,,,,,,,,,,,
60.77,582,532,517,,,,,,,,,,,
60.8,589,540,515,,,,,,,,,,,
60.83,581,532,523,,,,,,,,,,,
60.86,575,535,513,,,,,,,,,,,
60.89,581,534,528,,,,,,,,,,,
60.93,590,533,513,,,,,,,,,,,
60.96,582,541,520,,,,,,,,,,,
60.99,584,532,515,,,,,,,,,,,
61.02,585,544,515,,,,,,,,,,,
61.06,582,532,524,,,,,,,,,,,
61.09,596,534,513,,,,,,,,,,,
61.12,581,537,524,,,,,,,,,,,
61.15,585,532,514,,,,,,,,,,,
61.18,584,545,515,,,,,,,,,,,
61.22,581,532,519,,,,,,,,,,,
61.25,595,534,513,,,,,,,,,,,
61.28,581,541,520,,,,,,,,,,,
61.31,583,531,516,,,,,,,,,,,
61.35,588,538,514,,,,,,,,,,,
61.38,581,534,530,,,,,,,,,,,
61.41,588,532,514,,,,,,,,,,,
61.44,583,549,516,,,,,,,,,,,
61.47,582,532,522,,,,,,,,,,,
61.51,595,534,513,,,,,,,,,,,
61.54,581,540,520,,,,,,,,,,,
61.57,584,531,516,,,,,,,,,,,
61.6,587,540,514,,,,,,,,,,,
61.63,581,533,510,,,,,,,,,,,
61.67,594,534,513,,,,,,,,,,,
61.7,581,539,522,,,,,,,,,,,
61.73,585,532,514,,,,,,,,,,,
61.76,583,546,517,,,,,,,,,,,
61.8,583,532,516,,,,,,,,,,,
61.83,588,541,515,,,,,,,,,,,
61.86,581,532,522,,,,,,,,,,,
61.89,574,536,514,,,,,,,,,,,
61.93,581,533,503,,,,,,,,,,,
61.96,596,534,513,,,,,,,,,,,
61.99,581,535,529,,,,,,,,,,,
62.02,590,533,513,,,,,,,,,,,
62.06,581,538,524,,,,,,,,,,,
62.09,586,532,513,,,,,,,,,,,
62.12,582,539,519,,,,,,,,,,,
62.15,584,532,514,,,,,,,,,,,
62.18,583,515,517,,,,,,,,,,,
62.22,583,532,515,,,,,,,,,,,
62.25,584,548,516,,,,,,,,,,,
62.28,582,532,517,,,,,,,,,,,
62.31,589,539,514,,,,,,,,,,,
62.35,581,533,521,,,,,,,,,,,
62.38,590,535,513,,,,,,,,,,,
62.41,581,535,529,,,,,,,,,,,
62.44,588,533,513,,,,,,,,,,,
62.47,582,527,518,,,,,,,,,,,
62.51,583,532,516,,,,,,,,,,,
62.54,588,540,514,,,,,,,,,,,
62.57,581,533,509,,,,,,,,,,,
62.6,593,534,513,,,,,,,,,,,
62.63,581,543,519,,,,,,,,,,,
62.67,583,532,515,,,,,,,,,,,
62.7,588,540,514,,,,,,,,,,,
62.73,581,533,512,,,,,,,,,,,
62.76,591,533,513,,,,,,,,,,,
62.8,582,532,518,,,,,,,,,,,
62.83,583,532,516,,,,,,,,,,,
62.86,590,538,513,,,,,,,,,,,
62.89,581,534,523,,,,,,,,,,,
62.93,589,533,513,,,,,,,,,,,
62.96,582,522,517,,,,,,,,,,,
62.99,582,532,517,,,,,,,,,,,
63.02,591,537,513,,,,,,,,,,,
63.05,581,534,531,,,,,,,,,,,
63.09,588,533,513,,,,,,,,,,,
63.12,582,519,517,,,,,,,,,,,
63.15,583,532,516,,,,,,,,,,,
63.18,588,540,514,,,,,,,,,,,
63.22,581,533,509,,,,,,,,,,,
63.25,595,535,513,,,,,,,,,,,
63.28,581,536,527,,,,,,,,,,,
63.31,587,533,513,,,,,,,,,,,
63.34,582,518,517,,,,,,,,,,,
63.38,583,532,515,,,,,,,,,,,
63.41,587,541,514,,,,,,,,,,,
63.44,581,533,516,,,,,,,,,,,
63.47,595,535,513,,,,,,,,,,,
63.51,581,536,526,,,,,,,,,,,
63.54,586,533,513,,,,,,,,,,,
63.57,582,516,517,,,,,,,,,,,
63.6,583,532,515,,,,,,,,,,,
63.63,587,541,514,,,,,,,,,,,
63.67,581,533,520,,,,,,,,,,,
63.7,594,535,513,,,,,,,,,,,
63.73,581,537,525,,,,,,,,,,,
63.76,586,533,513,,,,,,,,,,,
63.8,583,547,516,,,,,,,,,,,
63.83,582,532,518,,,,,,,,,,,
63.86,576,537,513,,,,,,,,,,,
63.89,581,535,529,,,,,,,,,,,
