Time,E0,E1,E2
89.72,564,483,654
89.75,548,468,647
89.78,546,466,644
89.81,551,470,647
89.84,558,468,635
89.88,546,466,645
89.91,547,467,645
89.94,560,479,651
89.97,550,472,651
90.01,546,466,645
90.04,548,467,646
90.07,557,475,648
90.10,556,479,629
90.13,547,467,647
90.17,546,465,644
90.20,548,467,645
90.23,556,474,648
90.26,555,458,659
90.30,548,470,653
90.33,546,466,645
90.36,546,465,644
90.39,548,467,645
90.43,552,470,646
90.46,564,478,649
90.49,559,477,659
90.52,550,474,639
90.55,547,468,649
90.59,546,466,646
90.62,546,466,645
90.65,547,466,644
90.68,548,467,645
90.72,551,469,645
90.75,555,472,646
90.78,563,477,648
90.81,527,487,652
90.84,554,458,661
90.88,549,471,654
90.91,548,467,647
90.94,546,466,644
90.97,548,467,645
91.01,551,471,646
91.04,567,485,653
91.07,550,473,653
91.10,546,466,645
91.13,547,466,646
91.17,552,471,647
91.20,536,467,660
91.23,548,468,647
91.26,546,466,645
91.30,551,470,646
91.33,526,488,657
91.36,548,470,649
91.39,546,466,645
91.43,548,467,645
91.46,552,471,647
91.49,567,484,651
91.52,553,479,639
91.55,548,469,650
91.59,546,466,646
91.62,546,466,645
91.65,548,467,645
91.68,550,469,645
91.71,558,474,648
91.75,535,486,655
91.78,551,475,650
91.81,547,467,648
91.84,546,466,645
91.88,548,466,645
91.91,550,469,646
91.94,559,475,648
91.97,555,466,658
92.01,550,471,653
92.04,547,466,646
92.07,547,466,645
92.10,549,467,645
92.13,554,471,647
92.17,559,483,652
92.20,554,474,663
92.23,549,469,652
92.26,547,466,647
92.30,547,465,645
92.33,547,465,645
92.36,548,466,645
92.39,550,467,645
92.43,552,469,646
92.46,558,472,647
92.49,567,478,649
92.52,533,487,653
92.55,555,452,661
92.58,550,473,650
92.62,548,468,650
92.65,548,466,646
92.68,547,465,645
92.71,548,466,645
92.75,550,468,646
92.78,556,472,647
92.81,565,484,652
92.84,553,478,629
92.88,548,468,650
92.91,547,465,646
92.94,547,466,645
92.97,549,466,645
93.00,553,469,646
93.04,563,476,649
93.07,550,480,655
93.10,553,477,639
93.13,550,468,651
93.17,548,465,647
93.20,548,465,645
93.23,548,465,645
93.26,550,466,645
93.29,554,469,646
93.33,563,476,649
93.36,546,487,654
93.39,554,478,659
93.42,550,469,652
93.46,548,466,647
93.49,548,465,646
93.52,549,465,645
93.55,550,466,645
93.58,552,467,646
93.62,555,470,647
93.65,564,475,648
93.68,555,484,651
93.71,559,472,658
93.75,553,476,647
93.78,550,470,655
93.81,549,467,650
93.84,548,466,647
93.88,548,465,646
93.91,548,464,645
93.94,549,465,645
93.97,549,465,645
94.00,550,466,645
94.04,551,467,645
94.07,553,468,646
94.10,555,469,647
94.13,559,472,648
94.17,566,475,649
94.20,569,481,650
94.23,545,485,654
94.26,557,453,660
94.29,553,476,630
94.33,550,470,655
94.36,549,467,649
94.39,549,465,647
94.42,549,465,645
94.45,551,466,645
94.49,553,468,646
94.52,561,474,649
94.55,548,476,657
94.58,552,472,654
94.62,549,466,648
94.65,549,465,646
94.68,550,465,645
94.71,553,468,647
94.75,562,475,649
94.78,562,471,661
94.81,551,469,652
94.84,549,465,646
94.87,549,465,645
94.91,553,468,647
94.94,568,481,652
94.97,554,475,654
95.00,549,466,647
95.04,549,465,645
95.07,552,468,646
95.10,563,476,650
95.13,559,462,660
95.16,551,468,650
95.20,549,466,647
95.23,549,465,645
95.26,552,467,646
95.29,558,472,648
95.33,532,483,655
95.36,553,474,641
95.39,550,466,649
95.42,549,465,646
95.45,549,465,645
95.49,551,466,646
95.52,554,469,647
95.55,562,474,648
95.58,533,484,652
95.62,558,448,661
95.65,552,472,641
95.68,550,467,651
95.71,549,465,647
95.75,549,465,646
95.78,549,464,645
95.81,550,465,645
95.84,551,466,645
95.87,553,468,646
95.91,556,470,647
95.94,562,473,648
95.97,569,478,649
96.00,534,485,652
96.04,561,483,656
96.07,556,465,662
96.10,553,474,629
96.13,551,470,655
96.16,550,467,651
96.20,549,466,649
96.23,550,465,647
96.26,549,465,646
96.29,549,464,646
96.32,549,464,645
96.36,550,465,645
96.39,550,465,645
96.42,551,465,645
96.45,552,466,645
96.49,552,467,645
96.52,552,467,646
96.55,553,467,646
96.58,554,468,646
96.62,556,469,647
96.65,558,470,647
96.68,561,472,648
96.71,565,474,648
96.75,571,478,649
96.78,564,482,651
96.81,544,486,653
96.84,560,463,658
96.87,556,476,662
96.91,554,476,629
96.94,552,471,654
96.97,551,469,654
97.00,550,467,651
97.04,549,466,649
97.07,550,465,648
97.10,549,465,647
97.13,549,465,646
97.16,549,464,646
97.20,549,465,646
97.23,550,464,645
97.26,550,466,645
97.29,551,465,645
97.32,551,466,645
97.36,552,466,645
97.39,552,466,645
97.42,553,467,645
97.45,553,467,646
97.49,554,468,646
97.52,555,469,646
97.55,558,470,647
97.58,561,472,648
97.61,567,475,649
97.65,568,480,650
97.68,537,484,652
97.71,562,473,655
97.74,557,466,660
97.78,554,478,662
97.81,552,472,638
97.84,551,469,654
97.87,550,466,649
97.90,549,465,647
97.94,549,464,646
97.97,550,465,645
98.00,552,466,646
98.03,555,469,647
98.07,561,473,648
98.10,559,482,651
98.13,561,467,659
98.16,554,475,638
98.20,551,469,653
98.23,550,466,648
98.26,550,465,647
98.29,550,465,646
98.32,550,465,645
98.36,552,466,645
98.39,553,467,646
98.42,555,470,647
98.45,561,472,648
98.49,570,478,650
98.52,533,487,653
98.55,560,465,659
98.58,555,478,655
98.61,552,471,656
98.65,551,468,651
98.68,550,466,648
98.71,550,465,646
98.74,550,465,646
98.78,551,465,646
98.81,552,466,646
98.84,553,467,646
98.87,556,470,647
98.90,562,473,649
98.94,565,485,653
98.97,557,479,637
99.00,552,469,651
99.03,550,466,646
99.07,551,465,646
99.10,553,467,646
99.13,559,472,649
99.16,535,482,657
99.19,554,471,654
99.23,550,466,647
99.26,551,465,646
99.29,553,468,647
99.32,561,474,649
99.36,563,473,661
99.39,552,469,652
99.42,550,465,647
99.45,551,466,646
99.48,553,467,646
99.52,559,472,648
99.55,569,484,652
99.58,559,472,661
99.61,552,469,653
99.65,550,466,648
99.68,550,465,646
99.71,551,466,645
99.74,553,466,646
99.77,555,469,647
99.81,560,472,648
99.84,571,479,650
99.87,543,486,655
99.90,557,474,662
99.94,554,473,646
99.97,552,469,653
100.00,568,476,649
100.03,552,466,646
100.07,551,468,653
100.10,569,477,649
100.13,551,466,645
100.17,551,469,652
100.20,569,477,649
100.23,552,466,645
100.27,551,468,652
100.30,570,477,649
100.33,552,466,646
100.37,551,468,651
100.40,572,480,651
100.43,553,466,646
100.47,551,466,647
100.50,560,448,662
100.53,557,470,647
100.57,551,465,646
100.60,552,468,650
100.63,551,488,656
100.67,555,469,647
100.70,551,465,646
100.73,552,468,650
100.77,545,482,656
100.80,555,469,647
100.83,551,465,646
100.87,553,470,654
100.90,572,482,652
100.93,553,467,646
100.97,551,466,647
101.00,556,478,639
101.03,560,472,648
101.07,551,466,646
101.10,552,468,651
101.13,552,484,652
101.17,553,467,646
101.20,551,466,647
101.23,560,462,661
101.27,556,469,647
101.30,551,465,646
101.33,555,475,636
101.36,560,471,648
101.40,551,465,646
101.43,553,471,656
101.47,564,474,649
101.50,551,465,646
101.53,552,470,654
101.56,568,476,649
101.60,552,466,646
101.63,552,468,652
101.66,570,478,650
101.70,552,466,645
101.73,552,468,651
101.76,572,479,650
101.80,552,466,646
101.83,551,467,651
101.86,571,481,650
101.90,553,466,646
101.93,551,467,649
101.96,531,484,652
102.00,553,467,646
102.03,551,466,647
102.06,562,448,659
102.10,556,470,647
102.13,552,466,646
102.16,553,469,652
102.20,569,485,653
102.23,555,469,647
102.26,551,466,646
102.30,553,469,651
102.33,546,487,654
102.36,555,469,647
102.40,552,466,646
102.43,552,468,650
102.46,550,488,656
102.50,556,470,647
102.53,553,466,646
102.56,553,468,650
102.60,544,482,656
102.63,556,469,647
102.66,552,466,646
102.70,553,468,651
102.73,557,486,654
102.76,555,469,647
102.80,552,466,646
102.83,554,471,655
102.86,571,479,651
102.90,554,467,646
102.93,551,466,648
102.96,556,476,631
103.00,564,474,649
103.03,553,466,646
103.06,552,467,648
103.10,563,451,661
103.13,557,470,648
103.16,552,465,646
103.20,553,470,654
103.23,572,480,651
103.26,554,467,646
103.30,552,466,648
103.33,560,457,663
103.36,559,471,648
103.40,552,466,646
103.43,553,469,652
103.46,555,484,652
103.50,555,468,646
103.53,552,466,647
103.56,557,477,639
103.60,562,473,649
103.63,553,466,646
103.66,552,467,649
103.69,548,484,657
103.73,556,469,647
103.76,552,465,646
103.79,554,470,653
103.83,567,486,654
103.86,556,470,648
103.89,552,466,646
103.93,553,467,649
103.96,563,448,664
104.00,561,473,649
104.03,554,467,646
104.06,552,466,646
104.09,553,468,650
104.13,563,475,662
104.16,565,477,651
104.19,555,469,648
104.23,553,466,646
104.26,552,466,647
104.29,556,473,656
104.33,573,483,653
104.36,556,469,647
104.39,552,466,646
104.43,553,467,649
104.46,564,469,661
104.49,559,471,648
104.53,553,466,646
104.56,552,466,648
104.59,561,455,663
104.63,559,472,648
104.66,553,466,646
104.69,552,466,647
104.73,557,475,640
104.76,569,479,651
104.79,555,468,647
104.83,552,465,646
104.86,552,466,647
104.89,555,470,652
104.93,542,470,662
104.96,562,474,650
104.99,555,468,647
105.03,552,466,646
105.06,552,466,647
105.09,556,472,654
105.13,564,487,656
105.16,558,471,648
105.19,553,466,646
105.23,552,465,646
105.26,553,468,649
105.29,564,459,662
105.33,561,473,649
105.36,554,467,646
105.39,552,465,646
105.43,554,470,652
105.46,540,485,655
105.49,556,469,647
105.53,552,465,646
105.56,553,468,650
105.59,563,451,662
105.62,561,473,649
105.66,554,467,647
105.69,552,465,646
105.72,552,466,647
105.76,555,470,652
105.79,555,464,663
105.82,564,476,650
105.86,555,469,648
105.89,553,467,646
105.93,552,465,645
105.96,552,465,646
105.99,552,466,647
106.02,554,468,648
106.06,557,471,651
106.09,560,475,654
106.12,564,468,633
106.16,532,480,664
106.19,570,485,657
106.22,565,479,654
106.26,560,474,651
106.29,557,471,649
106.32,556,469,648
106.36,555,468,647
106.39,553,467,646
106.42,552,467,646
106.46,552,465,645
106.49,552,465,646
106.52,552,466,646
106.56,552,466,647
106.59,554,468,648
106.62,556,471,652
106.66,561,478,644
106.69,539,466,663
106.72,568,481,654
106.76,559,472,649
106.79,555,469,647
106.82,553,466,646
106.86,552,465,646
106.89,552,466,647
106.92,555,471,653
106.96,538,468,661
106.99,563,475,650
107.02,555,468,647
107.06,553,466,646
107.09,552,465,646
107.12,553,468,649
107.16,559,478,642
107.19,571,482,653
107.22,557,470,648
107.26,554,467,646
107.29,552,465,645
107.32,552,466,646
107.36,554,468,649
107.39,559,476,653
107.42,538,483,662
107.46,566,478,652
107.49,558,471,649
107.52,555,468,647
107.55,553,466,646
107.59,552,466,646
107.62,553,466,647
107.66,555,470,651
107.69,564,466,663
107.72,566,478,651
107.75,556,469,647
107.79,553,466,646
107.82,553,466,647
107.86,557,475,656
107.89,571,480,651
107.92,556,468,647
107.95,553,466,646
107.99,553,468,650
108.02,546,487,657
108.05,557,470,647
108.09,553,466,645
108.12,553,468,650
108.15,547,487,654
108.19,556,469,646
108.22,552,466,646
108.25,555,472,654
108.29,568,476,649
108.32,554,466,645
108.35,553,467,649
108.39,539,486,653
108.42,555,467,646
108.45,552,466,647
108.49,556,488,654
108.52,555,467,646
108.55,552,466,648
108.59,542,485,651
108.62,554,466,645
108.65,553,467,650
108.69,571,480,650
108.72,554,466,645
108.75,553,468,651
108.79,573,478,649
108.82,553,466,645
108.85,553,468,651
108.89,573,479,650
108.92,554,466,645
108.95,553,468,650
108.99,543,483,651
109.02,555,467,645
109.05,554,468,649
109.09,546,485,653
109.12,555,467,646
109.15,552,466,647
109.19,552,486,654
109.22,555,468,646
109.25,552,466,647
109.29,563,476,658
109.32,557,470,646
109.35,552,466,646
109.39,555,472,654
109.42,570,478,650
109.45,555,467,645
109.49,553,467,647
109.52,560,481,663
109.55,561,472,648
109.59,553,466,645
109.62,553,467,648
109.65,564,453,661
109.68,559,471,647
109.72,553,466,645
109.75,553,467,648
109.79,562,454,662
109.82,561,472,648
109.85,554,466,645
109.88,553,466,647
109.92,559,479,658
109.95,563,474,648
109.98,554,467,645
110.02,553,467,647
110.05,562,478,663
110.08,560,471,647
110.12,553,466,645
110.15,553,468,649
110.18,535,486,654
110.22,556,469,646
110.25,552,466,646
110.28,556,475,639
110.32,564,473,648
110.35,553,466,645
110.38,555,468,650
110.42,559,483,651
110.45,555,467,645
110.48,553,467,647
110.52,565,475,655
110.55,556,469,646
110.58,553,466,646
110.62,560,471,662
110.65,558,470,647
110.68,553,466,646
110.72,557,478,647
110.75,560,472,647
110.78,553,466,645
110.82,556,474,641
110.85,565,474,648
110.88,553,467,646
110.92,554,469,650
110.95,547,486,653
110.98,556,469,646
111.02,553,467,646
111.05,556,475,654
111.08,568,478,649
111.12,555,468,646
111.15,553,467,647
111.18,560,472,661
111.22,561,473,648
111.25,554,467,645
111.28,554,469,649
111.32,553,489,655
111.35,558,471,647
111.38,553,467,646
111.42,555,471,652
111.45,558,487,654
111.48,557,471,647
111.52,554,468,646
111.55,554,469,648
111.58,564,460,661
111.62,562,475,649
111.65,555,469,646
111.68,553,468,646
111.72,555,471,651
111.75,556,482,661
111.78,561,475,649
111.81,555,469,646
111.85,553,468,646
111.88,555,471,650
111.92,566,476,661
111.95,561,475,648
111.98,555,470,646
112.01,553,469,647
112.05,556,473,653
112.08,558,488,655
112.11,558,472,647
112.15,554,469,646
112.18,554,469,647
112.21,559,479,648
112.25,569,481,650
112.28,556,471,646
112.31,553,469,646
112.35,555,473,652
112.38,558,490,654
112.41,557,472,647
112.45,553,469,646
112.48,555,472,651
112.51,557,487,652
112.55,556,471,646
112.58,553,469,646
112.61,558,481,653
112.65,563,476,648
112.68,554,469,646
112.71,554,472,651
112.75,567,488,653
112.78,556,471,646
112.81,554,468,646
112.85,555,472,651
112.88,542,489,659
112.91,560,475,648
112.95,555,470,646
112.98,553,468,646
113.01,554,470,648
113.05,561,481,635
113.08,572,485,653
113.11,558,473,648
113.15,555,469,646
113.18,553,468,646
113.21,554,470,648
113.25,559,478,649
113.28,573,487,655
113.31,559,473,648
113.35,555,469,646
113.38,554,468,646
113.41,554,470,648
113.45,561,480,646
113.48,573,484,653
113.51,558,473,648
113.55,555,469,646
113.58,554,468,646
113.61,554,469,647
113.65,558,475,653
113.68,534,488,660
113.71,563,475,649
113.75,556,470,646
113.78,554,467,646
113.81,554,469,648
113.85,561,480,639
113.88,569,480,651
113.91,557,470,647
113.94,554,467,646
113.98,555,469,649
114.01,565,462,663
114.04,562,474,648
114.08,555,468,646
114.11,554,468,647
114.14,560,480,629
114.18,564,475,648
114.21,555,468,646
114.25,554,468,648
114.28,563,450,663
114.31,561,473,648
114.34,555,468,646
114.38,554,468,647
114.41,559,478,640
114.44,572,482,652
114.48,558,471,648
114.51,555,468,646
114.54,554,468,646
114.58,556,470,650
114.61,564,482,655
114.64,570,482,652
114.68,558,471,648
114.71,555,468,646
114.74,554,468,646
114.78,555,470,649
114.81,562,482,634
114.84,569,480,651
114.88,557,470,647
114.91,554,467,646
114.94,555,470,651
114.98,540,489,655
115.01,558,470,647
115.04,554,467,646
115.08,557,475,645
115.11,567,476,649
115.14,555,468,646
115.18,555,469,650
115.21,569,483,651
115.24,556,468,646
115.28,554,468,649
115.31,535,487,652
115.34,556,468,646
115.38,554,468,649
115.41,545,486,652
115.44,556,468,646
115.48,554,468,649
115.51,554,487,653
115.54,557,468,646
115.58,554,467,647
115.61,563,459,661
115.64,559,471,647
115.68,554,467,646
115.71,556,471,654
115.74,575,482,652
115.78,557,469,646
115.81,555,467,646
115.84,556,470,651
115.87,543,487,659
115.91,561,472,648
115.94,555,467,646
115.98,554,467,646
116.01,556,470,652
116.04,560,480,661
116.07,564,475,649
116.11,557,469,647
116.14,554,467,646
116.18,555,467,646
116.21,556,470,651
116.24,564,447,663
116.27,563,474,649
116.31,556,468,646
116.34,554,466,646
116.37,556,469,650
116.41,545,480,659
116.44,560,471,648
116.47,555,466,646
116.51,555,467,648
116.54,563,462,661
116.57,563,473,648
116.61,555,467,646
116.64,555,466,647
116.67,562,469,664
116.71,562,472,648
116.74,555,466,646
116.77,555,468,651
116.81,556,484,652
116.84,557,468,646
116.87,554,466,647
116.91,563,448,660
116.94,559,469,647
116.97,554,466,646
117.01,559,479,655
117.04,561,471,647
117.07,554,466,646
117.11,556,471,654
117.14,569,476,649
117.17,555,466,646
117.21,555,467,649
117.24,554,483,655
117.27,558,468,646
117.31,554,466,646
117.34,559,477,630
117.37,563,472,648
117.41,555,466,647
117.44,556,470,654
117.47,573,478,649
117.51,556,466,646
117.54,554,467,649
117.57,560,487,654
117.61,557,468,646
117.64,554,466,647
117.67,562,474,663
117.71,560,469,647
117.74,554,465,646
117.77,557,472,656
117.81,568,474,649
117.84,555,467,647
117.87,555,467,649
117.91,543,486,654
117.94,557,468,647
117.97,554,466,646
118.00,557,471,654
118.04,570,483,652
118.07,558,469,647
118.11,555,466,646
118.14,555,467,648
118.17,561,478,632
118.20,569,477,650
118.24,557,468,646
118.27,554,466,646
118.30,556,469,651
118.34,540,486,656
118.37,559,470,647
118.40,555,466,646
118.44,555,467,649
118.47,565,478,660
118.50,560,470,647
118.54,555,466,646
118.57,556,468,652
118.60,557,483,652
118.64,557,468,646
118.67,554,466,647
118.70,561,480,663
118.74,561,470,648
118.77,555,466,646
118.80,557,472,656
118.84,568,475,649
118.87,555,466,646
118.90,555,469,653
118.94,573,477,649
118.97,555,466,646
119.00,556,470,654
119.04,568,474,648
119.07,555,466,646
119.10,556,471,654
119.14,568,474,648
119.17,555,466,647
119.20,555,468,651
119.24,575,483,652
119.27,557,468,647
119.30,555,466,647
119.34,561,477,658
119.37,563,472,648
119.40,555,466,646
119.44,555,468,650
119.47,546,487,654
119.50,558,468,646
119.54,555,466,647
119.57,560,479,661
119.60,562,471,648
119.64,555,466,646
119.67,556,469,652
119.70,575,480,651
119.74,558,468,646
119.77,555,466,648
119.80,566,484,657
119.84,559,469,646
119.87,555,466,647
119.90,560,478,664
119.94,561,470,647
119.97,555,466,646
120.00,558,475,633
120.04,564,472,648
120.07,555,466,646
120.10,557,472,656
120.13,566,473,648
120.17,555,466,646
120.20,557,473,650
120.24,565,472,648
120.27,556,465,646
120.30,558,476,658
120.33,561,470,647
120.37,554,466,647
120.40,565,462,655
120.43,557,467,646
120.47,555,468,651
120.50,573,476,648
120.54,555,466,646
120.57,559,478,663
120.60,559,468,646
120.63,555,467,649
120.67,572,477,649
120.70,555,465,646
120.73,559,480,663
120.77,559,468,646
120.80,555,467,650
120.83,575,477,648
120.87,556,466,646
120.90,558,477,660
120.93,560,469,646
120.97,555,466,647
121.00,566,484,656
121.03,558,467,646
121.07,555,467,649
121.10,538,485,652
121.13,557,467,646
121.17,555,467,649
121.20,562,485,652
121.23,557,468,646
121.27,555,467,648
121.30,544,488,653
121.33,557,468,646
121.37,555,467,648
121.40,560,487,653
121.43,557,467,646
121.47,555,468,650
121.50,573,480,650
121.53,556,466,646
121.57,556,471,656
121.60,566,472,648
121.63,555,466,646
121.67,560,469,662
121.70,559,469,646
121.73,555,467,648
121.77,541,484,651
121.80,556,466,646
121.83,556,470,654
121.87,565,472,648
121.90,555,466,646
121.93,561,465,660
121.97,558,468,647
122.00,555,467,649
122.03,575,479,649
122.06,555,466,646
122.10,558,475,659
122.13,561,469,646
122.17,555,466,648
122.20,547,482,650
122.23,556,466,646
122.26,558,477,649
122.30,560,469,646
122.33,555,467,649
122.36,575,478,649
122.40,556,466,646
122.43,559,478,664
122.46,560,469,647
122.50,555,466,647
122.53,567,477,655
122.56,558,468,646
122.60,555,467,649
122.63,559,484,652
122.66,557,467,646
122.70,555,468,651
122.73,575,481,650
122.76,556,467,646
122.80,556,468,651
122.83,565,482,651
122.86,557,467,646
122.90,555,468,649
122.93,558,483,655
122.96,559,469,646
123.00,555,466,647
123.03,561,482,660
123.06,561,470,647
123.10,555,466,646
123.13,558,476,631
123.16,563,472,647
123.20,555,466,646
123.23,558,475,637
123.26,563,471,648
123.30,555,466,646
123.33,559,478,662
123.36,561,470,647
123.40,555,466,647
123.43,566,484,654
123.46,557,467,646
123.50,555,468,653
123.53,570,474,648
123.56,555,466,646
123.60,560,477,663
123.63,559,469,646
123.66,555,466,648
123.70,536,484,651
123.73,556,466,646
123.76,556,471,656
123.80,564,471,647
123.83,555,466,647
123.86,565,486,655
123.90,557,467,646
123.93,557,469,652
123.96,573,477,649
124.00,556,466,646
124.03,557,473,640
124.06,564,472,648
124.10,555,466,646
124.13,560,480,662
124.16,560,469,647
124.19,555,466,647
124.23,566,488,655
124.26,558,468,646
124.30,555,468,650
124.33,573,478,649
124.36,555,466,646
124.39,558,478,663
124.43,560,469,646
124.46,555,467,649
124.50,576,480,649
124.53,556,466,646
124.56,559,478,662
124.59,560,469,646
124.63,555,467,649
124.66,552,481,650
124.69,556,466,646
124.73,558,475,650
124.76,561,470,647
124.79,555,467,648
124.83,558,483,650
124.86,556,466,646
124.89,558,474,631
124.93,562,471,647
124.96,555,467,648
124.99,545,484,651
125.03,556,466,646
125.06,558,475,648
125.09,561,470,646
125.13,555,467,649
125.16,574,481,650
125.19,556,466,646
125.23,559,478,662
125.26,560,469,646
125.29,555,468,650
125.33,574,477,649
125.36,556,466,646
125.39,562,462,658
125.43,558,468,646
125.46,556,470,655
125.49,566,472,648
125.53,555,466,647
125.56,564,490,655
125.59,560,469,649
125.63,559,472,657
125.66,569,475,650
125.69,557,468,649
125.73,563,478,663
125.76,561,471,649
125.79,557,469,650
125.83,542,487,654
125.86,560,470,649
125.89,558,470,653
125.93,578,482,653
125.96,559,469,648
125.99,558,471,653
126.03,574,482,652
126.06,557,467,646
126.09,557,470,653
126.13,573,477,649
126.16,556,467,646
126.19,558,473,652
126.23,564,472,648
126.26,556,466,646
126.29,563,459,661
126.32,559,469,646
126.36,556,467,649
126.39,538,484,651
126.43,557,467,646
126.46,557,473,640
126.49,563,471,648
126.52,556,467,648
126.56,549,487,652
126.59,557,467,646
126.62,558,474,636
126.66,562,471,647
126.69,556,467,648
126.72,557,487,652
126.76,557,467,646
126.79,556,469,652
126.82,575,480,650
126.86,557,467,646
126.89,556,470,652
126.92,576,481,650
126.96,557,467,646
126.99,556,469,651
127.02,575,482,651
127.06,557,467,646
127.09,556,468,650
127.12,555,483,651
127.16,558,468,646
127.19,556,468,650
127.22,560,484,652
127.26,558,468,646
127.29,557,469,650
127.32,543,487,653
127.36,558,468,646
127.39,556,468,649
127.42,539,487,653
127.46,558,468,646
127.49,556,468,649
127.52,543,486,652
127.56,557,468,646
127.59,556,469,652
127.62,574,478,649
127.66,556,467,646
127.69,558,475,635
127.72,562,471,647
127.76,556,467,648
127.79,553,488,652
127.82,557,467,646
127.86,557,472,646
127.89,564,472,648
127.92,556,467,648
127.96,568,484,653
127.99,558,468,646
128.02,556,470,653
128.06,574,478,649
128.09,556,467,646
128.12,557,472,656
128.16,568,475,649
128.19,556,467,646
128.22,558,473,656
128.26,570,476,650
128.29,557,467,646
128.32,557,471,653
128.36,575,481,650
128.39,557,468,646
128.42,556,469,650
128.46,555,487,653
128.49,558,469,647
128.52,556,468,648
128.56,563,489,655
128.59,559,469,647
128.62,556,468,648
128.66,566,489,654
128.69,559,469,647
128.72,556,468,649
128.76,553,487,653
128.79,558,469,646
128.82,556,469,650
128.86,576,483,651
128.89,557,468,646
128.92,557,472,656
128.96,568,475,648
128.99,556,467,647
129.02,561,474,662
129.05,560,470,647
129.09,556,469,650
129.12,571,482,650
129.16,557,468,647
129.19,559,477,631
129.22,561,471,647
129.25,556,468,649
129.29,537,486,651
129.32,557,468,646
129.35,558,473,643
129.39,564,473,648
129.42,556,468,648
129.45,568,483,654
129.49,558,468,647
129.52,557,472,656
129.55,565,473,648
129.59,557,469,649
129.62,564,490,653
129.65,558,468,646
129.69,557,472,653
129.72,565,473,648
129.75,556,468,647
129.79,565,450,657
129.82,559,470,647
129.85,556,468,649
129.89,537,488,653
129.92,558,469,647
129.95,556,469,649
129.99,544,490,655
130.02,559,470,647
130.05,556,469,649
130.09,557,489,653
130.12,558,469,647
130.15,556,470,650
130.19,567,484,651
130.22,558,469,646
130.25,557,471,653
130.29,573,478,650
130.32,557,469,647
130.35,558,473,655
130.38,572,478,650
130.42,557,469,647
130.45,557,472,654
130.49,575,480,650
130.52,557,469,647
130.55,557,471,652
130.59,575,481,650
130.62,557,469,647
130.65,557,472,656
130.69,569,476,649
130.72,556,468,647
130.75,559,478,643
130.79,563,472,648
130.82,556,468,647
130.85,565,459,659
130.88,559,470,647
130.92,556,469,650
130.95,538,487,652
130.98,558,469,647
131.02,556,470,651
131.05,568,487,653
131.09,559,470,647
131.12,556,469,648
131.15,565,460,663
131.18,563,473,648
131.22,557,468,647
131.25,558,472,654
131.28,572,484,652
131.32,559,470,647
131.35,556,468,648
131.38,562,481,659
131.42,565,475,649
131.45,557,468,647
131.48,557,469,649
131.52,567,452,663
131.55,563,473,649
131.58,557,468,647
131.62,557,470,651
131.65,552,489,654
131.68,559,470,647
131.72,557,468,647
131.75,560,478,631
131.78,568,476,650
131.82,558,469,647
131.85,557,470,650
131.88,560,484,656
131.92,560,471,647
131.95,556,468,647
131.98,560,478,639
132.02,566,475,650
132.05,557,468,647
132.08,558,472,654
132.12,576,481,651
132.15,558,469,647
132.18,557,470,651
132.22,549,485,652
132.25,558,469,647
132.28,558,470,652
132.32,569,485,652
132.35,558,469,647
132.38,557,471,653
132.42,574,478,650
132.45,557,468,647
132.48,559,475,641
132.52,564,473,648
132.55,556,468,647
132.58,561,481,665
132.62,563,473,648
132.65,556,468,647
132.68,559,474,656
132.72,573,480,651
132.75,558,469,647
132.78,557,469,649
132.82,567,456,660
132.85,561,472,648
132.88,556,468,647
132.91,560,479,634
132.95,565,474,649
132.98,557,468,647
133.02,559,476,642
133.05,568,475,649
133.08,558,469,648
133.11,558,472,653
133.15,576,482,651
133.18,558,469,647
133.22,557,469,649
133.25,567,475,659
133.28,561,472,648
133.31,557,468,647
133.35,558,472,653
133.38,575,487,653
133.41,560,471,647
133.45,556,468,647
133.48,560,476,641
133.51,569,477,650
133.55,558,469,647
133.58,557,470,650
133.61,547,487,655
133.65,559,470,647
133.68,556,468,648
133.71,567,456,660
133.75,560,471,647
133.78,556,468,649
133.81,566,476,659
133.85,560,471,648
133.88,556,468,648
133.91,566,458,660
133.95,561,471,647
133.98,556,468,647
134.01,562,483,665
134.05,562,473,648
134.08,557,468,647
134.11,559,476,656
134.15,570,478,651
134.18,558,470,648
134.21,558,471,651
134.25,540,491,656
134.28,560,472,648
134.31,557,469,647
134.35,559,473,655
134.38,574,484,652
134.41,559,471,647
134.45,556,469,647
134.48,559,475,656
134.51,575,483,652
134.55,559,471,648
134.58,556,469,647
134.61,558,473,654
134.65,577,488,654
134.68,560,472,648
134.71,557,469,647
134.75,559,474,655
134.78,576,484,652
134.81,560,472,648
134.85,557,471,649
134.88,563,483,665
134.91,565,475,649
134.95,557,469,647
134.98,558,473,654
135.01,576,483,651
135.05,558,470,647
135.08,557,471,650
135.11,540,489,654
135.15,559,471,647
135.18,557,471,649
135.21,538,490,653
135.24,558,470,647
135.28,557,471,652
135.31,575,482,650
135.35,557,470,647
135.38,558,476,645
135.41,565,475,648
135.44,556,470,647
135.48,565,451,659
135.51,560,472,647
135.54,557,471,651
135.58,576,482,650
135.61,558,471,648
135.64,560,480,662
135.68,562,474,647
135.71,556,470,649
135.74,552,489,652
135.78,558,470,647
135.81,558,476,653
135.84,564,474,648
135.88,556,470,648
