Time,B0,B1,B2
89.72,633,571,472
89.75,631,567,463
89.78,631,566,461
89.81,631,566,460
89.84,633,567,462
89.88,637,570,464
89.91,646,578,470
89.94,639,551,483
89.97,633,570,471
90.01,631,567,463
90.04,631,565,461
90.07,631,566,460
90.10,633,567,461
90.13,636,569,464
90.17,644,574,467
90.20,630,586,477
90.23,635,575,452
90.26,632,568,467
90.30,631,566,462
90.33,632,566,461
90.36,632,566,460
90.39,633,567,461
90.43,637,570,464
90.46,647,578,470
90.49,639,566,473
90.52,632,569,468
90.55,631,566,462
90.59,631,565,461
90.62,633,567,461
90.65,636,570,464
90.68,647,579,471
90.72,637,578,473
90.75,632,568,466
90.78,631,566,461
90.81,631,567,461
90.84,633,567,461
90.88,636,569,464
90.91,646,579,471
90.94,637,570,478
90.97,632,569,468
91.01,631,566,461
91.04,631,565,460
91.07,632,566,460
91.10,635,568,463
91.13,642,574,466
91.17,623,586,477
91.20,634,574,461
91.23,631,567,465
91.26,631,567,461
91.30,631,565,460
91.33,632,566,460
91.36,635,569,463
91.39,645,576,468
91.43,639,556,475
91.46,632,569,467
91.49,630,566,461
91.52,631,565,460
91.55,634,568,462
91.59,637,571,465
91.62,621,579,479
91.65,633,570,468
91.68,630,566,460
91.71,631,565,460
91.75,634,568,462
91.78,644,575,469
91.81,637,573,469
91.84,631,567,464
91.88,631,566,460
91.91,631,565,460
91.94,633,568,461
91.97,640,572,465
92.01,618,585,476
92.04,634,573,467
92.07,631,567,464
92.10,630,565,460
92.13,631,565,460
92.17,632,566,460
92.20,635,570,464
92.23,643,573,467
92.26,634,573,479
92.30,633,572,473
92.33,631,567,463
92.36,630,565,460
92.39,631,565,460
92.43,633,567,461
92.46,636,570,464
92.49,646,577,468
92.52,639,551,481
92.55,633,571,473
92.58,631,567,463
92.62,630,566,461
92.65,631,566,460
92.68,633,567,461
92.71,636,570,464
92.75,645,579,471
92.78,637,569,479
92.81,632,569,467
92.84,630,566,462
92.88,631,566,460
92.91,632,566,461
92.94,634,569,462
92.97,641,573,466
93.00,623,587,478
93.04,634,573,475
93.07,631,567,463
93.10,631,566,461
93.13,632,567,461
93.17,636,570,464
93.20,649,582,474
93.23,635,575,473
93.26,631,567,463
93.29,631,566,460
93.33,632,567,461
93.36,637,570,465
93.39,634,584,476
93.42,634,573,474
93.46,631,567,462
93.49,631,566,461
93.52,634,567,461
93.55,638,572,465
93.58,621,586,477
93.62,634,572,473
93.65,631,567,463
93.68,631,566,461
93.71,633,567,462
93.75,637,570,464
93.78,648,582,474
93.81,635,575,468
93.84,631,567,463
93.88,631,567,461
93.91,632,567,461
93.94,636,570,464
93.97,649,581,473
94.00,636,575,469
94.04,631,567,464
94.07,631,565,460
94.10,632,567,461
94.13,636,570,464
94.17,639,584,476
94.20,634,572,472
94.23,631,566,462
94.26,631,566,460
94.29,634,568,463
94.33,646,579,472
94.36,634,573,472
94.39,631,566,461
94.42,632,567,460
94.45,634,569,463
94.49,649,582,475
94.52,634,571,470
94.55,631,566,461
94.58,631,566,460
94.62,634,569,463
94.65,647,580,472
94.68,635,573,474
94.71,630,566,462
94.75,631,565,460
94.78,633,567,461
94.81,640,572,466
94.84,640,550,481
94.87,632,568,466
94.91,630,565,460
94.94,631,565,460
94.97,633,567,461
95.00,641,573,467
95.04,640,561,481
95.07,632,569,467
95.10,630,566,461
95.13,631,565,460
95.16,633,567,461
95.20,640,572,466
95.23,639,550,471
95.26,631,567,463
95.29,630,566,460
95.33,633,568,462
95.36,644,577,470
95.39,635,573,473
95.42,630,566,461
95.45,631,565,460
95.49,634,569,463
95.52,645,582,475
95.55,633,571,469
95.58,630,566,461
95.62,631,566,460
95.65,634,568,462
95.68,646,578,469
95.71,636,576,441
95.75,631,566,463
95.78,630,565,460
95.81,632,566,460
95.84,636,570,463
95.87,639,583,475
95.91,633,572,473
95.94,630,566,461
95.97,630,565,459
96.00,632,566,460
96.04,636,570,464
96.07,645,582,474
96.10,634,573,474
96.13,630,566,461
96.16,630,565,460
96.20,633,568,462
96.23,644,577,470
96.26,635,573,472
96.29,630,566,461
96.32,631,566,460
96.36,634,569,463
96.39,635,583,475
96.42,633,570,468
96.45,630,566,460
96.49,631,566,460
96.52,634,569,463
96.55,647,581,473
96.58,633,572,473
96.62,630,566,461
96.65,630,565,459
96.68,632,567,460
96.71,637,571,464
96.75,614,584,477
96.78,633,571,471
96.81,630,566,461
96.84,630,565,459
96.87,632,566,460
96.91,637,571,464
96.94,621,581,478
96.97,633,571,470
97.00,630,566,461
97.04,631,565,459
97.07,633,568,462
97.10,644,577,470
97.13,635,573,471
97.16,631,566,461
97.20,631,566,460
97.23,635,569,464
97.26,615,585,480
97.29,632,568,464
97.32,631,565,460
97.36,632,567,461
97.39,642,575,469
97.42,635,574,474
97.45,631,566,461
97.49,631,566,460
97.52,635,569,463
97.55,617,581,479
97.58,632,569,465
97.61,630,565,460
97.65,632,566,460
97.68,638,571,465
97.71,640,553,479
97.74,631,567,463
97.78,630,565,459
97.81,632,566,460
97.84,638,571,465
97.87,636,570,480
97.90,632,568,465
97.94,630,565,460
97.97,631,566,460
98.00,635,569,463
98.03,648,580,471
98.07,634,574,472
98.10,630,566,462
98.13,630,565,459
98.16,632,566,460
98.20,635,569,462
98.23,647,579,470
98.26,636,576,444
98.29,631,567,464
98.32,630,565,460
98.36,631,565,459
98.39,634,568,462
98.42,645,576,468
98.45,637,573,468
98.49,631,567,463
98.52,630,565,459
98.55,631,566,460
98.58,635,569,463
98.61,647,581,472
98.65,634,573,473
98.68,631,566,462
98.71,630,565,459
98.74,632,566,460
98.78,636,570,463
98.81,648,580,471
98.84,635,575,459
98.87,631,567,463
98.90,630,565,459
98.94,631,565,459
98.97,634,568,461
99.00,641,574,466
99.03,640,546,480
99.07,632,570,470
99.10,630,567,462
99.13,630,565,460
99.16,632,566,460
99.19,635,569,462
99.23,644,575,468
99.26,639,557,480
99.29,632,568,465
99.32,630,566,460
99.36,631,566,460
99.39,635,569,463
99.42,647,580,472
99.45,635,574,472
99.48,631,567,462
99.52,631,566,460
99.55,633,567,461
99.58,639,573,466
99.61,635,555,479
99.65,632,569,466
99.68,630,566,460
99.71,631,566,460
99.74,635,569,463
99.77,647,579,471
99.81,635,575,456
99.84,631,567,463
99.87,631,566,460
99.90,632,567,461
99.94,636,570,464
99.97,639,582,473
100.00,634,569,462
100.03,631,566,460
100.07,631,567,462
100.10,637,578,451
100.13,642,576,468
100.17,633,568,462
100.20,631,566,460
100.23,631,567,462
100.27,635,575,474
100.30,646,578,470
100.33,634,569,462
100.37,631,566,460
100.40,631,567,461
100.43,635,575,466
100.47,644,576,469
100.50,633,568,461
100.53,631,566,460
100.57,631,567,463
100.60,640,548,482
100.63,638,571,464
100.67,632,566,460
100.70,631,566,460
100.73,633,572,473
100.77,647,578,469
100.80,633,568,461
100.83,631,566,460
100.87,632,568,465
100.90,618,584,477
100.93,636,570,463
100.97,631,566,460
101.00,631,567,462
101.03,639,553,478
101.07,638,572,464
101.10,632,566,460
101.13,631,566,461
101.17,634,572,471
101.20,645,581,472
101.23,635,569,463
101.27,631,566,460
101.30,631,567,460
101.33,633,571,469
101.36,638,584,475
101.40,636,570,463
101.43,632,566,460
101.47,631,566,461
101.50,633,571,469
101.53,649,583,474
101.56,635,569,462
101.60,631,567,460
101.63,631,567,461
101.66,635,575,467
101.70,644,576,468
101.73,633,568,461
101.76,631,566,460
101.80,632,568,464
101.83,641,574,481
101.86,638,572,465
101.90,632,567,461
101.93,631,567,460
101.96,632,567,462
102.00,637,577,453
102.03,646,580,472
102.06,635,570,463
102.10,632,567,460
102.13,631,566,460
102.16,631,567,461
102.20,634,572,469
102.23,627,583,479
102.26,638,572,466
102.30,633,568,462
102.33,631,566,460
102.36,631,567,460
102.40,633,570,466
102.43,629,579,480
102.46,639,573,466
102.50,633,568,461
102.53,631,566,460
102.56,631,566,461
102.60,634,571,469
102.63,617,586,478
102.66,637,571,464
102.70,632,567,460
102.73,631,566,460
102.76,632,568,462
102.80,638,578,442
102.83,644,576,469
102.86,634,569,462
102.90,631,566,460
102.93,631,567,461
102.96,634,571,469
103.00,623,584,479
103.03,638,572,465
103.06,633,568,461
103.10,631,567,460
103.13,632,567,462
103.16,636,575,474
103.20,648,581,472
103.23,635,570,463
103.26,632,567,460
103.30,631,567,460
103.33,633,570,466
103.36,641,565,482
103.40,640,574,467
103.43,634,569,462
103.46,632,566,460
103.50,631,567,461
103.53,633,570,467
103.56,632,556,482
103.60,639,572,466
103.63,633,568,461
103.66,631,566,460
103.69,631,567,462
103.73,637,576,467
103.76,645,577,469
103.79,634,569,462
103.83,631,566,460
103.86,632,567,462
103.89,636,575,473
103.93,647,579,471
103.96,635,569,463
104.00,632,567,460
104.03,631,567,461
104.06,634,572,469
104.09,621,586,480
104.13,638,573,466
104.16,633,569,462
104.19,632,567,460
104.23,631,567,460
104.26,633,568,463
104.29,637,575,473
104.33,639,584,479
104.36,638,573,466
104.39,634,569,462
104.43,632,567,460
104.46,631,567,461
104.49,632,569,464
104.53,639,578,460
104.56,646,579,472
104.59,635,571,463
104.63,632,567,460
104.66,631,566,460
104.69,632,568,462
104.73,636,575,474
104.76,649,583,475
104.79,636,571,464
104.83,633,567,461
104.86,631,566,460
104.89,632,567,462
104.93,635,574,473
104.96,641,584,476
104.99,636,571,464
105.03,633,567,461
105.06,631,566,460
105.09,632,568,463
105.13,637,577,448
105.16,645,578,470
105.19,635,569,463
105.23,632,567,460
105.26,631,567,461
105.29,634,571,469
105.33,639,586,478
105.36,636,571,464
105.39,632,567,461
105.43,632,567,461
105.46,634,571,468
105.49,628,587,478
105.53,637,571,464
105.56,632,567,460
105.59,631,567,461
105.62,634,571,470
105.66,623,585,476
105.69,637,570,463
105.72,632,567,461
105.76,631,567,461
105.79,635,573,472
105.82,648,584,475
105.86,636,571,464
105.89,632,567,461
105.93,632,567,461
105.96,633,570,465
105.99,640,558,467
106.02,641,575,468
106.06,634,569,462
106.09,632,567,460
106.12,632,567,461
106.16,634,572,470
106.19,623,587,480
106.22,638,572,466
106.26,633,568,462
106.29,631,567,460
106.32,632,568,462
106.36,636,575,467
106.39,647,581,472
106.42,635,570,463
106.46,632,567,460
106.49,631,567,461
106.52,634,572,470
106.56,643,584,475
106.59,636,570,463
106.62,632,567,460
106.66,631,567,461
106.69,634,571,470
106.72,648,584,475
106.76,636,570,463
106.79,632,567,461
106.82,631,567,461
106.86,634,572,470
106.89,639,586,477
106.92,637,571,464
106.96,633,567,460
106.99,631,566,460
107.02,632,568,462
107.06,638,577,440
107.09,645,577,469
107.12,634,569,462
107.16,632,567,460
107.19,631,567,461
107.22,634,572,469
107.26,628,584,477
107.29,636,572,464
107.32,632,567,460
107.36,631,566,460
107.39,633,569,464
107.42,640,569,452
107.46,642,575,468
107.49,634,569,462
107.52,632,567,460
107.55,632,567,461
107.59,635,574,474
107.62,648,582,472
107.66,635,570,463
107.69,632,567,460
107.72,631,567,461
107.75,635,574,472
107.79,647,579,470
107.82,634,569,462
107.86,631,567,460
107.89,632,568,463
107.92,639,573,478
107.95,640,572,465
107.99,633,568,461
108.02,632,567,460
108.05,634,571,468
108.09,637,586,477
108.12,637,571,464
108.15,633,568,461
108.19,632,567,460
108.22,632,568,461
108.25,634,570,465
108.29,639,578,468
108.32,649,585,478
108.35,639,574,467
108.39,634,570,463
108.42,632,568,461
108.45,631,567,460
108.49,632,567,460
108.52,633,568,463
108.55,637,575,473
108.59,616,587,480
108.62,639,574,466
108.65,634,569,462
108.69,632,567,460
108.72,631,566,460
108.75,632,568,462
108.79,636,576,470
108.82,647,582,473
108.85,636,570,463
108.89,632,567,460
108.92,631,566,460
108.95,632,569,463
108.99,640,557,469
109.02,641,573,465
109.05,633,568,460
109.09,631,566,459
109.12,632,567,462
109.15,638,575,440
109.19,642,576,467
109.22,633,569,461
109.25,631,566,459
109.29,631,567,460
109.32,633,570,466
109.35,638,574,481
109.39,640,574,466
109.42,633,569,461
109.45,631,567,459
109.49,631,567,460
109.52,633,571,467
109.55,619,578,479
109.59,637,572,464
109.62,633,567,460
109.65,631,566,459
109.68,632,567,462
109.72,637,576,469
109.75,646,578,470
109.79,635,569,462
109.82,632,566,459
109.85,631,567,460
109.88,633,570,466
109.92,623,585,480
109.95,638,572,464
109.98,633,567,460
110.02,631,566,459
110.05,632,568,462
110.08,638,576,451
110.12,644,576,468
110.15,634,569,461
110.18,631,566,459
110.22,631,567,461
110.25,635,574,471
110.28,647,580,471
110.32,636,569,462
110.35,631,566,459
110.38,631,567,461
110.42,635,574,474
110.45,646,578,469
110.48,635,568,461
110.52,631,566,459
110.55,631,567,461
110.58,637,576,441
110.62,642,575,466
110.65,633,568,461
110.68,631,566,459
110.72,632,568,462
110.75,639,568,473
110.78,641,574,466
110.82,633,569,460
110.85,631,566,459
110.88,632,568,462
110.92,639,578,468
110.95,642,575,467
110.98,634,568,461
111.02,631,567,460
111.05,633,569,464
111.08,640,550,478
111.12,638,572,465
111.15,633,568,460
111.18,632,567,460
111.22,634,573,472
111.25,649,580,470
111.28,634,569,462
111.32,632,567,460
111.35,633,569,465
111.38,642,582,481
111.42,638,572,464
111.45,633,568,460
111.48,632,568,462
111.52,637,578,443
111.55,643,575,467
111.58,634,569,461
111.62,632,567,460
111.65,634,571,468
111.68,647,585,475
111.72,635,571,463
111.75,632,567,460
111.78,632,568,462
111.81,639,563,471
111.85,640,574,466
111.88,633,568,460
111.92,632,567,460
111.95,634,571,468
111.98,617,586,476
112.01,636,571,463
112.05,632,567,460
112.08,632,568,462
112.11,637,577,446
112.15,644,576,467
112.18,634,569,461
112.21,632,567,460
112.25,633,570,465
112.28,640,550,479
112.31,639,573,465
112.35,633,568,461
112.38,632,568,461
112.41,633,570,465
112.45,641,561,480
112.48,640,574,466
112.51,635,569,461
112.55,633,567,460
112.58,633,570,464
112.61,640,569,474
112.65,643,575,468
112.68,635,569,462
112.71,632,567,460
112.75,632,568,462
112.78,638,579,445
112.81,644,576,469
112.85,635,569,462
112.88,633,568,461
112.91,633,569,463
112.95,637,576,475
112.98,650,584,476
113.01,638,572,465
113.05,634,569,461
113.08,632,567,460
113.11,632,568,460
113.15,634,572,468
113.18,621,587,478
113.21,638,573,464
113.25,633,568,461
113.28,632,567,459
113.31,632,568,461
113.35,635,574,471
113.38,634,585,475
113.41,637,571,464
113.45,633,568,460
113.48,632,567,459
113.51,632,569,463
113.55,640,574,472
113.58,642,575,466
113.61,634,569,461
113.65,631,567,459
113.68,632,567,461
113.71,636,575,473
113.75,649,582,473
113.78,636,570,462
113.81,632,567,459
113.85,631,566,459
113.88,632,568,461
113.91,638,576,469
113.94,647,580,471
113.98,635,570,462
114.01,632,568,459
114.04,631,566,459
114.08,633,570,464
114.11,641,571,481
114.14,639,573,464
114.18,633,568,460
114.21,631,566,459
114.25,632,569,462
114.28,639,579,452
114.31,644,576,467
114.34,634,569,461
114.38,632,567,459
114.41,631,567,461
114.44,635,573,470
114.48,649,583,473
114.51,637,570,462
114.54,632,567,459
114.58,631,567,459
114.61,633,571,466
114.64,632,574,478
114.68,641,575,467
114.71,634,570,462
114.74,632,567,459
114.78,631,566,459
114.81,631,567,460
114.84,634,570,465
114.88,641,560,469
114.91,645,578,470
114.94,635,571,463
114.98,633,568,460
115.01,631,567,459
115.04,632,567,460
115.08,635,571,467
115.11,623,573,480
115.14,639,573,465
115.18,634,569,461
115.21,631,567,459
115.24,632,567,460
115.28,636,573,470
115.31,649,585,475
115.34,637,571,463
115.38,633,568,460
115.41,631,567,459
115.44,633,569,463
115.48,640,561,463
115.51,643,575,467
115.54,634,569,461
115.58,633,567,459
115.61,631,567,459
115.64,633,569,463
115.68,639,563,468
115.71,644,577,468
115.74,634,569,461
115.78,632,567,459
115.81,631,566,458
115.84,631,566,459
115.87,633,569,463
115.91,639,576,456
115.94,644,578,469
115.98,634,569,462
116.01,632,567,459
116.04,631,566,458
116.07,633,567,461
116.11,637,575,473
116.14,648,582,473
116.18,636,570,462
116.21,632,567,459
116.24,631,566,458
116.27,632,569,462
116.31,638,574,440
116.34,644,577,467
116.37,634,569,461
116.41,631,566,458
116.44,631,567,459
116.47,633,571,467
116.51,619,586,477
116.54,636,571,463
116.57,632,567,459
116.61,631,567,459
116.64,632,569,462
116.67,640,573,472
116.71,641,575,466
116.74,633,568,460
116.77,631,567,459
116.81,632,568,460
116.84,635,574,472
116.87,649,582,473
116.91,636,570,462
116.94,633,567,459
116.97,631,566,459
117.01,632,569,462
117.04,639,565,452
117.07,643,575,467
117.11,634,569,461
117.14,632,567,459
117.17,631,567,459
117.21,633,570,465
117.24,641,551,481
117.27,641,575,467
117.31,634,569,461
117.34,632,567,460
117.37,631,567,459
117.41,633,569,463
117.44,639,579,444
117.47,646,579,470
117.51,636,571,463
117.54,633,568,460
117.57,632,567,460
117.61,632,568,460
117.64,634,571,467
117.67,632,550,470
117.71,642,577,468
117.74,635,570,462
117.77,632,567,460
117.81,632,567,459
117.84,632,568,461
117.87,635,573,469
117.91,621,584,480
117.94,642,576,468
117.97,635,570,462
118.00,633,568,461
118.04,632,567,460
118.07,632,568,462
118.11,635,573,469
118.14,632,579,482
118.17,642,575,468
118.20,635,570,463
118.24,633,568,460
118.27,632,567,458
118.30,632,568,461
118.34,635,573,470
118.37,623,583,478
118.40,638,572,465
118.44,634,568,460
118.47,631,567,459
118.50,631,567,460
118.54,634,572,468
118.57,631,586,478
118.60,638,572,464
118.64,633,568,460
118.67,631,567,459
118.70,632,568,460
118.74,635,573,469
118.77,639,586,477
118.80,637,572,463
118.84,633,568,460
118.87,631,566,458
118.90,632,567,460
118.94,635,573,470
118.97,629,585,475
119.00,636,571,463
119.04,632,567,460
119.07,631,566,458
119.10,631,567,460
119.14,635,573,469
119.17,627,583,477
119.20,637,572,464
119.24,633,568,459
119.27,631,566,458
119.30,631,567,460
119.34,634,572,467
119.37,631,584,477
119.40,637,572,463
119.44,633,568,459
119.47,631,566,458
119.50,631,567,460
119.54,635,573,469
119.57,645,585,475
119.60,637,571,463
119.64,633,567,459
119.67,632,567,459
119.70,632,568,461
119.74,636,575,472
119.77,639,585,476
119.80,637,572,464
119.84,633,569,461
119.87,632,567,459
119.90,632,567,459
119.94,633,570,463
119.97,640,579,446
120.00,646,580,471
120.04,636,571,463
120.07,633,568,460
120.10,631,567,459
120.13,632,567,460
120.17,634,571,465
120.20,638,555,462
120.24,643,576,469
120.27,635,570,462
120.30,632,567,459
120.33,631,567,459
120.37,632,568,461
120.40,636,574,471
120.43,644,586,477
120.47,639,572,464
120.50,633,569,460
120.54,632,568,459
120.57,631,567,459
120.60,633,569,463
120.63,639,575,443
120.67,647,580,471
120.70,636,571,463
120.73,633,568,459
120.77,631,566,458
120.80,631,567,459
120.83,633,571,465
120.87,641,561,475
120.90,642,576,467
120.93,634,569,461
120.97,632,567,458
121.00,631,566,458
121.03,631,567,460
121.07,635,573,470
121.10,647,585,475
121.13,637,571,463
121.17,633,567,460
121.20,631,566,458
121.23,631,567,459
121.27,633,571,466
121.30,620,585,478
121.33,638,572,464
121.37,633,568,459
121.40,631,566,458
121.43,631,567,459
121.47,634,573,470
121.50,644,582,471
121.53,635,569,461
121.57,632,566,458
121.60,630,566,458
121.63,633,570,465
121.67,617,582,475
121.70,636,571,461
121.73,631,566,458
121.77,631,566,458
121.80,633,571,467
121.83,648,582,470
121.87,634,569,460
121.90,631,566,457
121.93,631,567,460
121.97,639,553,477
122.00,636,570,461
122.03,631,566,458
122.06,631,567,459
122.10,638,564,478
122.13,638,571,462
122.17,631,566,458
122.20,631,567,459
122.23,638,574,477
122.26,637,570,461
122.30,631,566,457
122.33,630,566,459
122.36,635,575,461
122.40,642,574,464
122.43,632,567,458
122.46,630,566,457
122.50,632,569,464
122.53,624,585,473
122.56,635,569,460
122.60,631,567,457
122.63,631,567,459
122.66,636,576,454
122.70,641,573,464
122.73,633,567,458
122.76,630,566,457
122.80,632,569,463
122.83,625,579,475
122.86,635,569,461
122.90,631,567,457
122.93,630,566,459
122.96,636,577,444
123.00,640,573,463
123.03,632,567,458
123.06,630,566,457
123.10,632,570,466
123.13,645,583,471
123.16,634,569,460
123.20,631,566,457
123.23,631,567,460
123.26,637,574,462
123.30,641,573,465
123.33,633,567,459
123.36,631,566,457
123.40,631,567,459
123.43,635,574,469
123.46,647,580,470
123.50,635,569,461
123.53,631,566,458
123.56,631,566,458
123.60,632,569,464
123.63,621,578,477
123.66,637,571,463
123.70,632,567,458
123.73,631,566,458
123.76,633,568,462
123.80,640,548,474
123.83,639,572,464
123.86,633,567,459
123.90,631,566,458
123.93,632,568,462
123.96,641,549,480
124.00,638,572,463
124.03,632,567,458
124.06,631,566,458
124.10,632,569,463
124.13,635,559,479
124.16,638,572,463
124.19,633,568,459
124.23,631,566,458
124.26,631,567,459
124.30,633,569,463
124.33,640,574,446
124.36,645,579,471
124.39,636,571,463
124.43,633,568,459
124.46,631,566,458
124.50,631,566,458
124.53,632,568,460
124.56,635,573,469
124.59,618,587,478
124.63,640,574,465
124.66,634,569,460
124.69,632,567,458
124.73,631,566,458
124.76,631,567,459
124.79,634,571,466
124.83,632,578,480
124.86,640,574,465
124.89,634,569,460
124.93,631,567,458
124.96,631,566,458
124.99,631,568,460
125.03,637,575,470
125.06,647,583,473
125.09,636,571,462
125.13,632,567,459
125.16,631,566,458
125.19,631,567,459
125.23,635,574,471
125.26,648,581,471
125.29,635,569,461
125.33,632,567,458
125.36,631,566,457
125.39,631,568,460
125.43,636,575,470
125.46,647,580,470
125.49,635,570,461
125.53,632,567,458
125.56,631,566,457
125.59,632,568,461
125.63,638,574,453
125.66,644,576,466
125.69,634,569,460
125.73,631,567,458
125.76,631,566,458
125.79,633,569,464
125.83,629,567,478
125.86,637,572,462
125.89,632,567,458
125.93,632,566,457
125.96,631,567,460
125.99,637,577,461
126.03,644,577,467
126.06,634,569,460
126.09,631,566,457
126.13,632,566,458
126.16,633,570,466
126.19,620,586,476
126.23,636,570,462
126.26,632,567,458
126.29,630,566,457
126.32,632,569,463
126.36,640,576,479
126.39,637,571,462
126.43,632,567,458
126.46,630,566,457
126.49,632,569,465
126.52,617,583,473
126.56,635,569,460
126.59,631,566,457
126.62,631,567,459
126.66,636,576,450
126.69,641,574,464
126.72,632,567,458
126.76,630,566,458
126.79,633,572,470
126.82,646,577,466
126.86,633,568,458
126.89,630,566,457
126.92,631,568,461
126.96,640,553,479
126.99,638,572,463
127.02,632,567,458
127.06,631,566,457
127.09,632,568,462
127.12,640,554,479
127.16,638,572,463
127.19,632,567,458
127.22,631,566,458
127.26,632,569,463
127.29,622,581,476
127.32,636,570,461
127.36,632,566,457
127.39,631,567,459
127.42,634,573,471
127.46,645,577,466
127.49,633,568,459
127.52,631,566,457
127.56,632,569,464
127.59,615,583,471
127.62,634,569,459
127.66,631,566,457
127.69,631,568,462
127.72,640,562,477
127.76,636,570,461
127.79,631,566,458
127.82,631,567,459
127.86,635,575,468
127.89,644,577,467
127.92,633,568,459
127.96,631,566,457
127.99,631,567,459
128.02,633,572,467
128.06,641,585,474
128.09,636,571,462
128.12,632,567,458
128.16,631,566,458
128.19,632,569,462
128.22,640,548,479
128.26,639,573,463
128.29,633,567,458
128.32,631,566,457
128.36,632,568,461
128.39,640,557,479
128.42,638,572,462
128.46,632,567,458
128.49,631,566,458
128.52,632,570,464
128.56,623,585,474
128.59,635,570,461
128.62,631,567,458
128.66,631,567,459
128.69,634,572,469
128.72,649,580,469
128.76,634,569,460
128.79,631,566,458
128.82,631,567,460
128.86,638,564,477
128.89,639,572,463
128.92,632,567,458
128.96,631,567,459
128.99,634,573,469
129.02,645,576,466
129.05,633,568,459
129.09,631,566,458
129.12,633,570,466
129.16,647,583,470
129.19,634,569,460
129.22,631,566,457
129.25,631,567,460
129.29,639,557,471
129.32,639,572,463
129.35,632,567,458
129.39,631,566,458
129.42,633,570,466
129.45,615,584,473
129.49,635,569,461
129.52,632,567,457
129.55,632,567,459
129.59,636,576,438
129.62,641,573,464
129.65,632,567,457
129.69,631,566,458
129.72,633,571,467
129.75,648,580,469
129.79,634,568,459
129.82,631,566,457
129.85,631,568,461
129.89,636,581,476
129.92,636,570,460
129.95,631,566,457
129.99,631,567,459
130.02,637,573,472
130.05,639,572,462
130.09,632,567,457
130.12,631,566,458
130.15,634,573,467
130.19,645,577,466
130.22,633,568,459
130.25,631,566,457
130.29,631,567,460
130.32,636,576,463
130.35,645,578,468
130.38,634,569,460
130.42,632,567,458
130.45,631,566,457
130.49,631,568,458
130.52,633,570,463
130.55,640,549,465
130.59,642,576,467
130.62,634,569,460
130.65,632,567,457
130.69,631,566,457
130.72,631,567,459
130.75,635,573,468
130.79,617,586,477
130.82,638,572,463
130.85,633,568,459
130.88,631,567,458
130.92,631,567,458
130.95,633,570,463
130.98,640,558,476
131.02,641,575,465
131.05,634,569,460
131.09,631,567,458
131.12,631,567,458
131.15,632,569,461
131.18,639,575,440
131.22,643,577,467
131.25,634,569,460
131.28,631,567,457
131.32,631,566,457
131.35,632,568,460
131.38,637,576,453
131.42,645,579,469
131.45,634,569,460
131.48,632,567,457
131.52,631,566,457
131.55,632,568,460
131.58,637,576,447
131.62,645,579,469
131.65,635,569,460
131.68,632,567,457
131.72,631,566,457
131.75,632,568,461
131.78,639,577,459
131.82,642,575,465
131.85,633,569,459
131.88,631,566,457
131.92,631,567,458
131.95,634,572,468
131.98,648,582,471
132.02,635,569,460
132.05,631,566,457
132.08,631,566,458
132.12,633,570,464
132.15,628,579,477
132.18,639,573,463
132.22,633,568,459
132.25,631,566,457
132.28,631,566,457
132.32,633,569,462
132.35,640,552,475
132.38,642,575,466
132.42,634,569,460
132.45,631,567,457
132.48,631,566,457
132.52,632,568,460
132.55,636,576,462
132.58,647,581,471
132.62,635,570,461
132.65,632,567,458
132.68,631,566,457
132.72,631,567,459
132.75,634,572,467
132.78,645,584,474
132.82,636,571,462
132.85,632,567,458
132.88,631,566,457
132.91,631,567,458
132.95,633,570,463
132.98,638,548,468
133.02,642,576,467
133.05,634,570,460
133.08,632,567,457
133.11,631,566,457
133.15,631,567,459
133.18,635,573,469
133.22,637,584,473
133.25,636,570,461
133.28,632,567,457
133.31,631,566,457
133.35,632,568,460
133.38,639,578,461
133.41,642,575,465
133.45,633,569,459
133.48,631,567,457
133.51,631,568,459
133.55,635,575,471
133.58,647,580,469
133.61,635,570,460
133.65,632,567,457
133.68,631,567,458
133.71,633,570,464
133.75,625,583,478
133.78,639,573,463
133.81,633,568,459
133.85,631,567,457
133.88,631,567,458
133.91,634,572,466
133.95,621,586,476
133.98,637,572,462
134.01,633,568,458
134.05,631,567,458
134.08,632,568,460
134.11,637,577,457
134.15,646,579,469
134.18,635,570,460
134.21,632,567,457
134.25,631,567,457
134.28,632,569,461
134.31,639,578,450
134.35,645,578,468
134.38,635,570,461
134.41,632,567,458
134.45,631,567,458
134.48,632,568,460
134.51,636,574,469
134.55,631,587,477
134.58,641,574,465
134.61,635,570,461
134.65,632,568,459
134.68,631,567,457
134.71,631,567,458
134.75,633,569,462
134.78,639,577,445
134.81,647,582,472
134.85,637,572,462
134.88,633,568,459
134.91,632,567,457
134.95,631,567,458
134.98,632,568,459
135.01,633,570,462
135.05,638,577,465
135.08,643,583,477
135.11,640,575,465
135.15,634,570,461
135.18,632,568,458
135.21,631,567,458
135.24,631,567,458
135.28,632,568,460
135.31,635,572,465
135.35,640,572,456
135.38,649,585,477
135.41,642,578,469
135.44,637,572,464
135.48,634,570,461
135.51,633,569,460
135.54,632,568,459
135.58,632,567,458
135.61,631,567,457
135.64,631,567,458
135.68,632,568,459
135.71,633,569,462
135.74,637,576,470
135.78,627,586,478
135.81,642,576,467
135.84,635,571,461
135.88,633,568,459
